"試験名","試験ﾓｰﾄﾞ","試験種類","ｺﾝﾄﾛｰﾙ","試験速度1","試験速度2","試験速度3","切替点1","切替点2","伸び原点","破断、ﾘﾐｯﾄ後の動作","感度:","ﾚﾍﾞﾙ:"
"","ｼﾝｸﾞﾙ","引張","ｽﾄﾛｰｸ",10,1,1,"Off","Off","最初から","ｽﾄｯﾌﾟ",0,0

"タイトル","サブタイトル","コメント"
"","",""

"形状:","ﾊﾞｯﾁ数:","ｻﾌﾞﾊﾞｯﾁ数:"
"平板",1,1
"名前:","厚さ","幅","つかみ具間距離",
"寸法単位:","mm","mm","mm",
" 1 - 1","1.9930","2.5340","10.0000",

"名前",
"ﾊﾟﾗﾒｰﾀ",
"単位",
" 1 - 1",

" 1- 1"
"時間","試験力","ｽﾄﾛｰｸ",
"91.85",2.390625,15.299,
"91.90",2.34375,15.307,
"91.95",2.40625,15.316,
"92.00",2.359375,15.324,
"92.05",2.40625,15.332,
"92.10",2.359375,15.341,
"92.15",2.390625,15.349,
"92.20",2.375,15.357,
"92.25",2.375,15.366,
"92.30",2.359375,15.374,
"92.35",2.390625,15.382,
"92.40",2.40625,15.391,
"92.45",2.375,15.399,
"92.50",2.34375,15.407,
"92.55",2.40625,15.416,
"92.60",2.390625,15.424,
"92.65",2.34375,15.432,
"92.70",2.375,15.441,
"92.75",2.390625,15.449,
"92.80",2.359375,15.457,
"92.85",2.34375,15.466,
"92.90",2.390625,15.474,
"92.95",2.359375,15.482,
"93.00",2.390625,15.491,
"93.05",2.40625,15.499,
"93.10",2.375,15.507,
"93.15",2.390625,15.515,
"93.20",2.421875,15.524,
"93.25",2.40625,15.532,
"93.30",2.34375,15.541,
"93.35",2.40625,15.549,
"93.40",2.40625,15.557,
"93.45",2.375,15.566,
"93.50",2.375,15.574,
"93.55",2.390625,15.582,
"93.60",2.40625,15.591,
"93.65",2.390625,15.599,
"93.70",2.40625,15.607,
"93.75",2.390625,15.616,
"93.80",2.40625,15.624,
"93.85",2.484375,15.632,
"93.90",2.40625,15.641,
"93.95",2.421875,15.649,
"94.00",2.4375,15.657,
"94.05",2.40625,15.666,
"94.10",2.421875,15.674,
"94.15",2.40625,15.682,
"94.20",2.390625,15.691,
"94.25",2.421875,15.699,
"94.30",2.421875,15.707,
"94.35",2.40625,15.716,
"94.40",2.484375,15.724,
"94.45",2.375,15.732,
"94.50",2.4375,15.741,
"94.55",2.40625,15.749,
"94.60",2.421875,15.757,
"94.65",2.46875,15.766,
"94.70",2.375,15.774,
"94.75",2.40625,15.782,
"94.80",2.421875,15.791,
"94.85",2.375,15.799,
"94.90",2.4375,15.807,
"94.95",2.453125,15.816,
"95.00",2.46875,15.824,
"95.05",2.390625,15.832,
"95.10",2.46875,15.841,
"95.15",2.40625,15.849,
"95.20",2.4375,15.857,
"95.25",2.421875,15.866,
"95.30",2.375,15.874,
"95.35",2.453125,15.882,
"95.40",2.40625,15.891,
"95.45",2.421875,15.899,
"95.50",2.421875,15.907,
"95.55",2.4375,15.916,
"95.60",2.390625,15.924,
"95.65",2.4375,15.932,
"95.70",2.40625,15.941,
"95.75",2.421875,15.949,
"95.80",2.375,15.957,
"95.85",2.4375,15.966,
"95.90",2.4375,15.974,
"95.95",2.453125,15.982,
"96.00",2.40625,15.991,
"96.05",2.453125,15.999,
"96.10",2.4375,16.007,
"96.15",2.453125,16.016,
"96.20",2.421875,16.024,
"96.25",2.46875,16.032,
"96.30",2.46875,16.041,
"96.35",2.4375,16.049,
"96.40",2.453125,16.057,
"96.45",2.453125,16.066,
"96.50",2.4375,16.074,
"96.55",2.453125,16.082,
"96.60",2.4375,16.091,
"96.65",2.4375,16.099,
"96.70",2.4375,16.107,
"96.75",2.40625,16.116,
"96.80",2.46875,16.124,
"96.85",2.453125,16.132,
"96.90",2.4375,16.141,
"96.95",2.4375,16.149,
"97.00",2.46875,16.157,
"97.05",2.453125,16.166,
"97.10",2.4375,16.174,
"97.15",2.4375,16.182,
"97.20",2.453125,16.191,
"97.25",2.421875,16.199,
"97.30",2.4375,16.207,
"97.35",2.484375,16.216,
"97.40",2.4375,16.224,
"97.45",2.453125,16.232,
"97.50",2.4375,16.241,
"97.55",2.4375,16.249,
"97.60",2.453125,16.257,
"97.65",2.5,16.266,
"97.70",2.453125,16.274,
"97.75",2.453125,16.282,
"97.80",2.4375,16.291,
"97.85",2.453125,16.299,
"97.90",2.46875,16.307,
"97.95",2.5,16.316,
"98.00",2.4375,16.324,
"98.05",2.484375,16.332,
"98.10",2.5,16.341,
"98.15",2.453125,16.349,
"98.20",2.484375,16.357,
"98.25",2.4375,16.366,
"98.30",2.4375,16.374,
"98.35",2.46875,16.382,
"98.40",2.46875,16.391,
"98.45",2.484375,16.399,
"98.50",2.484375,16.407,
"98.55",2.453125,16.416,
"98.60",2.4375,16.424,
"98.65",2.4375,16.432,
"98.70",2.453125,16.44,
"98.75",2.46875,16.449,
"98.80",2.421875,16.457,
"98.85",2.453125,16.466,
"98.90",2.5,16.474,
"98.95",2.46875,16.482,
"99.00",2.484375,16.491,
"99.05",2.484375,16.499,
"99.10",2.515625,16.507,
"99.15",2.4375,16.516,
"99.20",2.515625,16.524,
"99.25",2.484375,16.532,
"99.30",2.484375,16.541,
"99.35",2.4375,16.549,
"99.40",2.5,16.557,
"99.45",2.515625,16.566,
"99.50",2.484375,16.574,
"99.55",2.5,16.582,
"99.60",2.4375,16.591,
"99.65",2.546875,16.599,
"99.70",2.5,16.607,
"99.75",2.484375,16.616,
"99.80",2.5,16.624,
"99.85",2.484375,16.632,
"99.90",2.453125,16.641,
"99.95",2.46875,16.649,
"100.00",2.484375,16.657,
"100.05",2.5,16.666,
"100.10",2.484375,16.674,
"100.15",2.53125,16.682,
"100.20",2.5625,16.691,
"100.25",2.484375,16.699,
"100.30",2.546875,16.707,
"100.35",2.5,16.716,
"100.40",2.59375,16.724,
"100.45",2.515625,16.732,
"100.50",2.53125,16.741,
"100.55",2.484375,16.749,
"100.60",2.5,16.757,
"100.65",2.5,16.766,
"100.70",2.515625,16.774,
"100.75",2.578125,16.782,
"100.80",2.5,16.791,
"100.85",2.5,16.799,
"100.90",2.515625,16.807,
"100.95",2.5,16.816,
"101.00",2.453125,16.824,
"101.05",2.5625,16.832,
"101.10",2.5625,16.841,
"101.15",2.546875,16.849,
"101.20",2.5,16.857,
"101.25",2.53125,16.866,
"101.30",2.5,16.874,
"101.35",2.46875,16.882,
"101.40",2.578125,16.891,
"101.45",2.5,16.899,
"101.50",2.5,16.907,
"101.55",2.5,16.916,
"101.60",2.5625,16.924,
"101.65",2.53125,16.932,
"101.70",2.53125,16.941,
"101.75",2.5,16.949,
"101.80",2.515625,16.957,
"101.85",2.515625,16.966,
"101.90",2.515625,16.974,
"101.95",2.515625,16.982,
"102.00",2.53125,16.991,
"102.05",2.515625,16.999,
"102.10",2.515625,17.007,
"102.15",2.515625,17.016,
"102.20",2.53125,17.024,
"102.25",2.515625,17.032,
"102.30",2.53125,17.041,
"102.35",2.5,17.049,
"102.40",2.484375,17.057,
"102.45",2.53125,17.066,
"102.50",2.53125,17.074,
"102.55",2.53125,17.082,
"102.60",2.515625,17.091,
"102.65",2.484375,17.099,
"102.70",2.5625,17.107,
"102.75",2.53125,17.116,
"102.80",2.546875,17.124,
"102.85",2.546875,17.132,
"102.90",2.546875,17.141,
"102.95",2.53125,17.149,
"103.00",2.53125,17.157,
"103.05",2.59375,17.166,
"103.10",2.53125,17.174,
"103.15",2.625,17.182,
"103.20",2.53125,17.191,
"103.25",2.53125,17.199,
"103.30",2.578125,17.207,
"103.35",2.53125,17.216,
"103.40",2.578125,17.224,
"103.45",2.5625,17.232,
"103.50",2.546875,17.241,
"103.55",2.546875,17.249,
"103.60",2.546875,17.257,
"103.65",2.53125,17.266,
"103.70",2.5625,17.274,
"103.75",2.5625,17.282,
"103.80",2.546875,17.291,
"103.85",2.546875,17.299,
"103.90",2.5625,17.307,
"103.95",2.578125,17.316,
"104.00",2.546875,17.324,
"104.05",2.5625,17.332,
"104.10",2.546875,17.341,
"104.15",2.546875,17.349,
"104.20",2.5625,17.357,
"104.25",2.5625,17.366,
"104.30",2.59375,17.374,
"104.35",2.578125,17.382,
"104.40",2.5625,17.391,
"104.45",2.546875,17.399,
"104.50",2.53125,17.407,
"104.55",2.53125,17.416,
"104.60",2.59375,17.424,
"104.65",2.5625,17.432,
"104.70",2.578125,17.44,
"104.75",2.625,17.449,
"104.80",2.5625,17.457,
"104.85",2.578125,17.466,
"104.90",2.59375,17.474,
"104.95",2.578125,17.482,
"105.00",2.59375,17.491,
"105.05",2.578125,17.499,
"105.10",2.5625,17.507,
"105.15",2.546875,17.516,
"105.20",2.578125,17.524,
"105.25",2.546875,17.532,
"105.30",2.53125,17.54,
"105.35",2.5625,17.549,
"105.40",2.59375,17.557,
"105.45",2.59375,17.566,
"105.50",2.578125,17.574,
"105.55",2.578125,17.582,
"105.60",2.59375,17.591,
"105.65",2.5625,17.599,
"105.70",2.5625,17.607,
"105.75",2.625,17.616,
"105.80",2.5625,17.624,
"105.85",2.625,17.632,
"105.90",2.609375,17.641,
"105.95",2.515625,17.649,
"106.00",2.5625,17.657,
"106.05",2.640625,17.666,
"106.10",2.59375,17.674,
"106.15",2.59375,17.682,
"106.20",2.59375,17.691,
"106.25",2.515625,17.699,
"106.30",2.640625,17.707,
"106.35",2.578125,17.716,
"106.40",2.5625,17.724,
"106.45",2.59375,17.732,
"106.50",2.671875,17.741,
"106.55",2.5,17.749,
"106.60",2.578125,17.757,
"106.65",2.609375,17.766,
"106.70",2.578125,17.774,
"106.75",2.59375,17.782,
"106.80",2.71875,17.791,
"106.85",2.59375,17.799,
"106.90",2.609375,17.807,
"106.95",2.59375,17.816,
"107.00",2.609375,17.824,
"107.05",2.625,17.832,
"107.10",2.53125,17.841,
"107.15",2.609375,17.849,
"107.20",2.625,17.857,
"107.25",2.65625,17.866,
"107.30",2.609375,17.874,
"107.35",2.578125,17.882,
"107.40",2.625,17.891,
"107.45",2.59375,17.899,
"107.50",2.609375,17.907,
"107.55",2.625,17.916,
"107.60",2.609375,17.924,
"107.65",2.609375,17.932,
"107.70",2.59375,17.941,
"107.75",2.609375,17.949,
"107.80",2.625,17.957,
"107.85",2.625,17.966,
"107.90",2.59375,17.974,
"107.95",2.640625,17.982,
"108.00",2.59375,17.991,
"108.05",2.5625,17.999,
"108.10",2.59375,18.007,
"108.15",2.609375,18.016,
"108.20",2.59375,18.024,
"108.25",2.59375,18.032,
"108.30",2.609375,18.041,
"108.35",2.59375,18.049,
"108.40",2.546875,18.057,
"108.45",2.640625,18.066,
"108.50",2.609375,18.074,
"108.55",2.640625,18.082,
"108.60",2.625,18.091,
"108.65",2.625,18.099,
"108.70",2.625,18.107,
"108.75",2.625,18.116,
"108.80",2.59375,18.124,
"108.85",2.671875,18.132,
"108.90",2.609375,18.141,
"108.95",2.5625,18.149,
"109.00",2.625,18.157,
"109.05",2.640625,18.166,
"109.10",2.65625,18.174,
"109.15",2.640625,18.182,
"109.20",2.625,18.191,
"109.25",2.625,18.199,
"109.30",2.6875,18.207,
"109.35",2.609375,18.216,
"109.40",2.609375,18.224,
"109.45",2.625,18.232,
"109.50",2.59375,18.241,
"109.55",2.625,18.249,
"109.60",2.640625,18.257,
"109.65",2.640625,18.266,
"109.70",2.625,18.274,
"109.75",2.625,18.282,
"109.80",2.578125,18.291,
"109.85",2.640625,18.299,
"109.90",2.640625,18.307,
"109.95",2.640625,18.316,
"110.00",2.640625,18.324,
"110.05",2.609375,18.332,
"110.10",2.671875,18.341,
"110.15",2.625,18.349,
"110.20",2.640625,18.357,
"110.25",2.625,18.366,
"110.30",2.65625,18.374,
"110.35",2.640625,18.382,
"110.40",2.671875,18.391,
"110.45",2.671875,18.399,
"110.50",2.625,18.407,
"110.55",2.65625,18.416,
"110.60",2.65625,18.424,
"110.65",2.671875,18.432,
"110.70",2.671875,18.441,
"110.75",2.65625,18.449,
"110.80",2.640625,18.457,
"110.85",2.640625,18.466,
"110.90",2.65625,18.474,
"110.95",2.6875,18.482,
"111.00",2.6875,18.491,
"111.05",2.65625,18.499,
"111.10",2.671875,18.507,
"111.15",2.65625,18.515,
"111.20",2.6875,18.524,
"111.25",2.6875,18.532,
"111.30",2.640625,18.54,
"111.35",2.65625,18.549,
"111.40",2.609375,18.557,
"111.45",2.640625,18.566,
"111.50",2.703125,18.574,
"111.55",2.640625,18.582,
"111.60",2.640625,18.591,
"111.65",2.6875,18.599,
"111.70",2.640625,18.607,
"111.75",2.625,18.616,
"111.80",2.671875,18.624,
"111.85",2.640625,18.632,
"111.90",2.6875,18.641,
"111.95",2.6875,18.649,
"112.00",2.6875,18.657,
"112.05",2.703125,18.666,
"112.10",2.671875,18.674,
"112.15",2.625,18.682,
"112.20",2.65625,18.691,
"112.25",2.65625,18.699,
"112.30",2.671875,18.707,
"112.35",2.6875,18.716,
"112.40",2.6875,18.724,
"112.45",2.6875,18.732,
"112.50",2.703125,18.741,
"112.55",2.65625,18.749,
"112.60",2.65625,18.757,
"112.65",2.703125,18.766,
"112.70",2.671875,18.774,
"112.75",2.6875,18.782,
"112.80",2.640625,18.791,
"112.85",2.703125,18.799,
"112.90",2.671875,18.807,
"112.95",2.65625,18.816,
"113.00",2.671875,18.824,
"113.05",2.6875,18.832,
"113.10",2.6875,18.841,
"113.15",2.6875,18.849,
"113.20",2.703125,18.857,
"113.25",2.6875,18.866,
"113.30",2.671875,18.874,
"113.35",2.6875,18.882,
"113.40",2.703125,18.891,
"113.45",2.703125,18.899,
"113.50",2.71875,18.907,
"113.55",2.71875,18.916,
"113.60",2.734375,18.924,
"113.65",2.6875,18.932,
"113.70",2.703125,18.94,
"113.75",2.703125,18.949,
"113.80",2.6875,18.957,
"113.85",2.703125,18.966,
"113.90",2.71875,18.974,
"113.95",2.71875,18.982,
"114.00",2.703125,18.991,
"114.05",2.6875,18.999,
"114.10",2.65625,19.007,
"114.15",2.6875,19.016,
"114.20",2.734375,19.024,
"114.25",2.734375,19.032,
"114.30",2.703125,19.041,
"114.35",2.75,19.049,
"114.40",2.71875,19.057,
"114.45",2.703125,19.066,
"114.50",2.796875,19.074,
"114.55",2.703125,19.082,
"114.60",2.71875,19.091,
"114.65",2.703125,19.099,
"114.70",2.734375,19.107,
"114.75",2.6875,19.116,
"114.80",2.734375,19.124,
"114.85",2.765625,19.132,
"114.90",2.734375,19.141,
"114.95",2.765625,19.149,
"115.00",2.6875,19.157,
"115.05",2.703125,19.166,
"115.10",2.71875,19.174,
"115.15",2.71875,19.182,
"115.20",2.703125,19.191,
"115.25",2.734375,19.199,
"115.30",2.734375,19.207,
"115.35",2.71875,19.216,
"115.40",2.703125,19.224,
"115.45",2.734375,19.232,
"115.50",2.75,19.241,
"115.55",2.703125,19.249,
"115.60",2.71875,19.257,
"115.65",2.71875,19.266,
"115.70",2.71875,19.274,
"115.75",2.6875,19.282,
"115.80",2.71875,19.291,
"115.85",2.71875,19.299,
"115.90",2.671875,19.307,
"115.95",2.703125,19.316,
"116.00",2.6875,19.324,
"116.05",2.71875,19.332,
"116.10",2.671875,19.341,
"116.15",2.703125,19.349,
"116.20",2.71875,19.357,
"116.25",2.8125,19.366,
"116.30",2.75,19.374,
"116.35",2.703125,19.382,
"116.40",2.75,19.391,
"116.45",2.75,19.399,
"116.50",2.78125,19.407,
"116.55",2.734375,19.416,
"116.60",2.734375,19.424,
"116.65",2.765625,19.432,
"116.70",2.734375,19.44,
"116.75",2.75,19.449,
"116.80",2.75,19.457,
"116.85",2.765625,19.466,
"116.90",2.78125,19.474,
"116.95",2.734375,19.482,
"117.00",2.703125,19.491,
"117.05",2.75,19.499,
"117.10",2.734375,19.507,
"117.15",2.734375,19.515,
"117.20",2.734375,19.524,
"117.25",2.734375,19.532,
"117.30",2.734375,19.541,
"117.35",2.765625,19.549,
"117.40",2.75,19.557,
"117.45",2.734375,19.566,
"117.50",2.734375,19.574,
"117.55",2.765625,19.582,
"117.60",2.78125,19.591,
"117.65",2.6875,19.599,
"117.70",2.765625,19.607,
"117.75",2.78125,19.616,
"117.80",2.6875,19.624,
"117.85",2.703125,19.632,
"117.90",2.765625,19.641,
"117.95",2.75,19.649,
"118.00",2.75,19.657,
"118.05",2.765625,19.666,
"118.10",2.703125,19.674,
"118.15",2.765625,19.682,
"118.20",2.671875,19.691,
"118.25",2.796875,19.699,
"118.30",2.703125,19.707,
"118.35",2.6875,19.716,
"118.40",2.734375,19.724,
"118.45",2.78125,19.732,
"118.50",2.78125,19.741,
"118.55",2.765625,19.749,
"118.60",2.78125,19.757,
"118.65",2.765625,19.766,
"118.70",2.765625,19.774,
"118.75",2.765625,19.782,
"118.80",2.78125,19.791,
"118.85",2.765625,19.799,
"118.90",2.75,19.807,
"118.95",2.796875,19.816,
"119.00",2.78125,19.824,
"119.05",2.796875,19.832,
"119.10",2.78125,19.841,
"119.15",2.765625,19.849,
"119.20",2.8125,19.857,
"119.25",2.765625,19.866,
"119.30",2.875,19.874,
"119.35",2.75,19.882,
"119.40",2.796875,19.891,
"119.45",2.765625,19.899,
"119.50",2.765625,19.907,
"119.55",2.765625,19.916,
"119.60",2.765625,19.924,
"119.65",2.796875,19.932,
"119.70",2.84375,19.941,
"119.75",2.765625,19.949,
"119.80",2.796875,19.957,
"119.85",2.75,19.966,
"119.90",2.84375,19.974,
"119.95",2.765625,19.982,
"120.00",2.765625,19.991,
"120.05",2.796875,19.999,
"120.10",2.765625,20.007,
"120.15",2.78125,20.016,
"120.20",2.75,20.024,
"120.25",2.796875,20.032,
"120.30",2.78125,20.041,
"120.35",2.75,20.049,
"120.40",2.875,20.057,
"120.45",2.796875,20.066,
"120.50",2.8125,20.074,
"120.55",2.734375,20.082,
"120.60",2.796875,20.091,
"120.65",2.796875,20.099,
"120.70",2.828125,20.107,
"120.75",2.8125,20.116,
"120.80",2.796875,20.124,
"120.85",2.90625,20.132,
"120.90",2.859375,20.141,
"120.95",2.8125,20.149,
"121.00",2.796875,20.157,
"121.05",2.796875,20.166,
"121.10",2.8125,20.174,
"121.15",2.78125,20.182,
"121.20",2.875,20.191,
"121.25",2.796875,20.199,
"121.30",2.828125,20.207,
"121.35",2.8125,20.216,
"121.40",2.8125,20.224,
"121.45",2.78125,20.232,
"121.50",2.8125,20.241,
"121.55",2.796875,20.249,
"121.60",2.8125,20.257,
"121.65",2.828125,20.266,
"121.70",2.828125,20.274,
"121.75",2.828125,20.282,
"121.80",2.828125,20.291,
"121.85",2.8125,20.299,
"121.90",2.828125,20.307,
"121.95",2.8125,20.316,
"122.00",2.84375,20.324,
"122.05",2.859375,20.332,
"122.10",2.828125,20.341,
"122.15",2.8125,20.349,
"122.20",2.8125,20.357,
"122.25",2.8125,20.366,
"122.30",2.8125,20.374,
"122.35",2.8125,20.382,
"122.40",2.828125,20.391,
"122.45",2.78125,20.399,
"122.50",2.828125,20.407,
"122.55",2.828125,20.416,
"122.60",2.8125,20.424,
"122.65",2.828125,20.432,
"122.70",2.90625,20.44,
"122.75",2.828125,20.449,
"122.80",2.828125,20.457,
"122.85",2.828125,20.466,
"122.90",2.859375,20.474,
"122.95",2.875,20.482,
"123.00",2.828125,20.491,
"123.05",2.828125,20.499,
"123.10",2.828125,20.507,
"123.15",2.84375,20.516,
"123.20",2.796875,20.524,
"123.25",2.828125,20.532,
"123.30",2.8125,20.541,
"123.35",2.8125,20.549,
"123.40",2.859375,20.557,
"123.45",2.84375,20.566,
"123.50",2.828125,20.574,
"123.55",2.859375,20.582,
"123.60",2.71875,20.591,
"123.65",2.875,20.599,
"123.70",2.84375,20.607,
"123.75",2.828125,20.616,
"123.80",2.84375,20.624,
"123.85",2.859375,20.632,
"123.90",2.859375,20.641,
"123.95",2.84375,20.649,
"124.00",2.828125,20.657,
"124.05",2.8125,20.666,
"124.10",2.828125,20.674,
"124.15",2.921875,20.682,
"124.20",2.859375,20.691,
"124.25",2.859375,20.699,
"124.30",2.828125,20.707,
"124.35",2.859375,20.716,
"124.40",2.828125,20.724,
"124.45",2.875,20.732,
"124.50",2.890625,20.741,
"124.55",2.796875,20.749,
"124.60",2.828125,20.757,
"124.65",2.890625,20.766,
"124.70",2.875,20.774,
"124.75",2.859375,20.782,
"124.80",2.890625,20.791,
"124.85",2.875,20.799,
"124.90",2.921875,20.807,
"124.95",2.84375,20.816,
"125.00",2.859375,20.824,
"125.05",2.875,20.832,
"125.10",2.84375,20.841,
"125.15",2.796875,20.849,
"125.20",2.84375,20.857,
"125.25",2.84375,20.866,
"125.30",2.859375,20.874,
"125.35",2.84375,20.882,
"125.40",2.859375,20.891,
"125.45",2.953125,20.899,
"125.50",2.875,20.907,
"125.55",2.875,20.916,
"125.60",2.890625,20.924,
"125.65",2.859375,20.932,
"125.70",2.859375,20.94,
"125.75",2.921875,20.949,
"125.80",2.875,20.957,
"125.85",2.859375,20.966,
"125.90",2.859375,20.974,
"125.95",2.890625,20.982,
"126.00",2.859375,20.991,
"126.05",2.921875,20.999,
"126.10",2.96875,21.007,
"126.15",2.875,21.016,
"126.20",2.875,21.024,
"126.25",2.890625,21.032,
"126.30",2.875,21.041,
"126.35",2.890625,21.049,
"126.40",2.875,21.057,
"126.45",2.890625,21.066,
"126.50",2.859375,21.074,
"126.55",2.875,21.082,
"126.60",2.875,21.091,
"126.65",2.890625,21.099,
"126.70",2.90625,21.107,
"126.75",2.921875,21.116,
"126.80",2.890625,21.124,
"126.85",2.890625,21.132,
"126.90",2.8125,21.141,
"126.95",2.875,21.149,
"127.00",2.828125,21.157,
"127.05",2.90625,21.166,
"127.10",2.875,21.174,
"127.15",2.875,21.182,
"127.20",2.875,21.191,
"127.25",2.90625,21.199,
"127.30",2.9375,21.207,
"127.35",2.875,21.216,
"127.40",2.84375,21.224,
"127.45",2.890625,21.232,
"127.50",2.890625,21.241,
"127.55",2.90625,21.249,
"127.60",2.890625,21.257,
"127.65",2.875,21.266,
"127.70",2.90625,21.274,
"127.75",2.890625,21.282,
"127.80",2.90625,21.291,
"127.85",2.890625,21.299,
"127.90",2.921875,21.307,
"127.95",2.90625,21.316,
"128.00",2.90625,21.324,
"128.05",2.890625,21.332,
"128.10",2.90625,21.341,
"128.15",2.890625,21.349,
"128.20",2.921875,21.357,
"128.25",2.90625,21.366,
"128.30",2.921875,21.374,
"128.35",2.921875,21.382,
"128.40",2.90625,21.391,
"128.45",2.921875,21.399,
"128.50",2.875,21.407,
"128.55",2.90625,21.416,
"128.60",2.90625,21.424,
"128.65",2.9375,21.432,
"128.70",2.90625,21.44,
"128.75",2.890625,21.449,
"128.80",2.921875,21.457,
"128.85",2.875,21.466,
"128.90",2.90625,21.474,
"128.95",2.953125,21.482,
"129.00",2.90625,21.491,
"129.05",2.890625,21.499,
"129.10",2.921875,21.507,
"129.15",2.90625,21.516,
"129.20",2.921875,21.524,
"129.25",2.921875,21.532,
"129.30",2.90625,21.541,
"129.35",2.921875,21.549,
"129.40",2.9375,21.557,
"129.45",2.921875,21.566,
"129.50",2.890625,21.574,
"129.55",2.984375,21.582,
"129.60",2.921875,21.591,
"129.65",2.9375,21.599,
"129.70",2.9375,21.607,
"129.75",2.9375,21.616,
"129.80",2.859375,21.624,
"129.85",2.921875,21.632,
"129.90",2.9375,21.641,
"129.95",2.859375,21.649,
"130.00",2.9375,21.657,
"130.05",2.984375,21.666,
"130.10",2.96875,21.674,
"130.15",2.90625,21.682,
"130.20",2.953125,21.691,
"130.25",2.9375,21.699,
"130.30",2.953125,21.707,
"130.35",2.953125,21.716,
"130.40",2.921875,21.724,
"130.45",2.9375,21.732,
"130.50",2.9375,21.741,
"130.55",2.921875,21.749,
"130.60",2.953125,21.757,
"130.65",2.9375,21.766,
"130.70",3,21.774,
"130.75",3.03125,21.782,
"130.80",2.90625,21.791,
"130.85",2.9375,21.799,
"130.90",2.984375,21.807,
"130.95",2.96875,21.816,
"131.00",2.9375,21.824,
"131.05",2.953125,21.832,
"131.10",2.9375,21.841,
"131.15",2.953125,21.849,
"131.20",2.953125,21.857,
"131.25",3.046875,21.866,
"131.30",2.953125,21.874,
"131.35",2.921875,21.882,
"131.40",2.90625,21.891,
"131.45",2.96875,21.899,
"131.50",2.9375,21.907,
"131.55",2.953125,21.915,
"131.60",2.984375,21.924,
"131.65",2.9375,21.932,
"131.70",2.921875,21.94,
"131.75",2.953125,21.949,
"131.80",2.921875,21.957,
"131.85",2.953125,21.966,
"131.90",2.890625,21.974,
"131.95",2.96875,21.982,
"132.00",2.96875,21.991,
"132.05",2.9375,21.999,
"132.10",2.984375,22.007,
"132.15",2.96875,22.016,
"132.20",2.96875,22.024,
"132.25",2.953125,22.032,
"132.30",2.96875,22.041,
"132.35",2.96875,22.049,
"132.40",2.9375,22.057,
"132.45",2.96875,22.066,
"132.50",3,22.074,
"132.55",2.984375,22.082,
"132.60",2.984375,22.091,
"132.65",2.984375,22.099,
"132.70",2.984375,22.107,
"132.75",2.96875,22.116,
"132.80",2.9375,22.124,
"132.85",2.984375,22.132,
"132.90",2.984375,22.141,
"132.95",2.984375,22.149,
"133.00",2.984375,22.157,
"133.05",2.875,22.166,
"133.10",2.96875,22.174,
"133.15",2.96875,22.182,
"133.20",2.984375,22.191,
"133.25",2.984375,22.199,
"133.30",3,22.207,
"133.35",2.96875,22.216,
"133.40",2.953125,22.224,
"133.45",2.96875,22.232,
"133.50",2.96875,22.241,
"133.55",2.984375,22.249,
"133.60",3.015625,22.257,
"133.65",2.984375,22.266,
"133.70",2.96875,22.274,
"133.75",2.953125,22.282,
"133.80",3,22.291,
"133.85",2.984375,22.299,
"133.90",2.953125,22.307,
"133.95",2.984375,22.316,
"134.00",3,22.324,
"134.05",3.078125,22.332,
"134.10",3,22.341,
"134.15",3.03125,22.349,
"134.20",2.921875,22.357,
"134.25",3,22.366,
"134.30",3,22.374,
"134.35",3.015625,22.382,
"134.40",3,22.391,
"134.45",3,22.399,
"134.50",2.984375,22.407,
"134.55",3,22.416,
"134.60",2.96875,22.424,
"134.65",2.984375,22.432,
"134.70",3,22.44,
"134.75",2.984375,22.449,
"134.80",2.96875,22.457,
"134.85",2.953125,22.466,
"134.90",2.96875,22.474,
"134.95",3,22.482,
"135.00",3,22.491,
"135.05",2.984375,22.499,
"135.10",3.03125,22.507,
"135.15",2.984375,22.516,
"135.20",3.015625,22.524,
"135.25",3.03125,22.532,
"135.30",3,22.54,
"135.35",2.9375,22.549,
"135.40",3.015625,22.557,
"135.45",3,22.566,
"135.50",3.015625,22.574,
"135.55",3.015625,22.582,
"135.60",3.03125,22.591,
"135.65",3.046875,22.599,
"135.70",3.09375,22.607,
"135.75",3.046875,22.616,
"135.80",3.03125,22.624,
"135.85",2.953125,22.632,
"135.90",2.984375,22.641,
"135.95",3,22.649,
"136.00",2.984375,22.657,
"136.05",3.015625,22.666,
"136.10",3.09375,22.674,
"136.15",2.96875,22.682,
"136.20",2.9375,22.691,
"136.25",3.015625,22.699,
"136.30",3.0625,22.707,
"136.35",3.03125,22.716,
"136.40",3,22.724,
"136.45",3,22.732,
"136.50",3.0625,22.741,
"136.55",3.015625,22.749,
"136.60",3.015625,22.757,
"136.65",3.015625,22.766,
"136.70",3,22.774,
"136.75",3.03125,22.782,
"136.80",3.015625,22.791,
"136.85",3.015625,22.799,
"136.90",3.046875,22.807,
"136.95",3.078125,22.816,
"137.00",3.046875,22.824,
"137.05",3.046875,22.832,
"137.10",3,22.841,
"137.15",3.03125,22.849,
"137.20",3.015625,22.857,
"137.25",3.046875,22.866,
"137.30",3.03125,22.874,
"137.35",2.984375,22.882,
"137.40",3.046875,22.891,
"137.45",3.046875,22.899,
"137.50",3.03125,22.907,
"137.55",3.03125,22.916,
"137.60",3.109375,22.924,
"137.65",3.046875,22.932,
